City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Ewa Beach,21.3156,-158.0072,78.75,71,0,12.66,US,2022-06-22 06:14:24
282,Gravdal,68.1214,13.5031,48.09,66,40,4.61,NO,2022-06-22 06:14:25
283,Antalaha,-14.9003,50.2788,70.09,86,77,13.4,MG,2022-06-22 06:14:25
284,Aripuana,-9.1667,-60.6333,67.39,65,90,1.03,BR,2022-06-22 06:14:25
285,Qaqortoq,60.7167,-46.0333,37.18,88,1,5.64,GL,2022-06-22 06:14:26
286,Bloomington,44.8408,-93.2983,74.32,57,20,9.22,US,2022-06-22 06:13:01
287,Samarai,-10.6167,150.6667,80.29,82,98,13.35,PG,2022-06-22 06:14:26
288,Pechenga,69.5259,31.1703,53.69,80,100,5.01,RU,2022-06-22 06:14:27
289,Hamilton,39.1834,-84.5333,74.75,80,0,5.75,US,2022-06-22 06:11:58
290,Itapuranga,-15.5622,-49.9486,61.61,58,46,4.47,BR,2022-06-22 06:14:27
291,Vadgaon,20.9402,74.8712,91.36,48,54,8.68,IN,2022-06-22 06:14:28
292,Sartell,45.6216,-94.2069,69.75,67,70,4.0,US,2022-06-22 06:14:28
293,Zorritos,-3.6805,-80.6782,70.81,75,70,3.11,PE,2022-06-22 06:14:29
294,College,64.8569,-147.8028,70.0,58,40,5.75,US,2022-06-22 06:11:54
295,Havre-Saint-Pierre,50.2334,-63.5986,50.36,93,100,3.44,CA,2022-06-22 06:14:29
296,Kavaratti,10.5669,72.642,82.35,77,89,19.6,IN,2022-06-22 06:12:53
297,Cotonou,6.3654,2.4183,76.17,88,100,10.11,BJ,2022-06-22 06:14:30
298,Hithadhoo,-0.6,73.0833,84.38,68,89,5.86,MV,2022-06-22 06:14:30
299,Narsaq,60.9167,-46.05,41.22,77,2,1.61,GL,2022-06-22 06:14:31
300,Codrington,-38.2667,141.9667,57.63,79,100,7.94,AU,2022-06-22 06:14:31
301,Clyde River,70.4692,-68.5914,39.43,81,40,4.61,CA,2022-06-22 06:14:32
302,Acapulco,16.8634,-99.8901,76.82,88,100,9.22,MX,2022-06-22 06:14:32
303,Ilo,-17.6394,-71.3375,58.68,84,64,7.43,PE,2022-06-22 06:14:33
304,Sur,22.5667,59.5289,101.7,35,0,8.86,OM,2022-06-22 06:14:33
305,Urdoma,61.7533,48.5442,54.19,83,100,6.8,RU,2022-06-22 06:14:34
306,Ornskoldsvik,63.2909,18.7153,55.2,51,84,4.9,SE,2022-06-22 06:14:34
307,Cockburn Town,21.4612,-71.1419,80.55,78,54,10.29,TC,2022-06-22 06:14:34
308,Thinadhoo,0.5333,72.9333,84.16,70,100,9.55,MV,2022-06-22 06:14:35
309,Turek,52.0155,18.5005,61.61,61,18,6.31,PL,2022-06-22 06:14:35
310,Chuy,-33.6971,-53.4616,53.2,80,99,15.19,UY,2022-06-22 06:13:17
311,Mareeba,-17.0,145.4333,70.48,81,92,7.27,AU,2022-06-22 06:14:36
312,Marzuq,14.4,46.4667,93.58,19,78,4.72,YE,2022-06-22 06:14:36
313,Anadyr,64.75,177.4833,50.5,87,100,2.24,RU,2022-06-22 06:14:37
314,Bourail,-21.5667,165.4833,68.05,65,100,7.58,NC,2022-06-22 06:14:37
315,Kita,13.0349,-9.4895,77.34,67,91,1.21,ML,2022-06-22 06:14:37
316,Butembo,0.15,29.2833,65.35,65,58,1.19,CD,2022-06-22 06:14:38
317,Corinto,37.9407,22.9573,80.42,69,0,5.3,GR,2022-06-22 06:14:38
318,Plomarion,38.9767,26.3681,80.35,48,0,1.97,GR,2022-06-22 06:14:39
319,Nara,34.6851,135.8049,88.5,42,50,4.18,JP,2022-06-22 06:15:40
320,Khatanga,71.9667,102.5,56.91,50,82,10.31,RU,2022-06-22 06:15:40
321,Nemuro,43.3236,145.575,51.91,86,36,6.31,JP,2022-06-22 06:15:40
322,Port Hardy,50.6996,-127.4199,53.78,94,100,3.44,CA,2022-06-22 06:15:41
323,Faya,18.3851,42.4509,82.92,17,52,5.64,SA,2022-06-22 06:15:41
324,Saskylakh,71.9167,114.0833,53.19,41,69,6.11,RU,2022-06-22 06:12:14
325,Oranjemund,-28.55,16.4333,50.74,91,4,1.88,NA,2022-06-22 06:15:42
326,San Andres,12.5847,-81.7006,82.42,78,75,13.8,CO,2022-06-22 06:15:42
327,Mount Gambier,-37.8333,140.7667,57.11,94,100,6.91,AU,2022-06-22 06:15:42
328,Rafiganj,24.8167,84.65,93.34,38,59,2.28,IN,2022-06-22 06:15:43
329,Zaozerne,45.1582,33.2787,70.36,53,43,15.35,UA,2022-06-22 06:15:43
330,Birjand,32.8663,59.2211,84.67,12,0,0.0,IR,2022-06-22 06:15:44
331,Lavrentiya,65.5833,-171.0,43.02,88,98,8.32,RU,2022-06-22 06:12:20
332,Ejura,7.3856,-1.3562,70.3,97,100,3.78,GH,2022-06-22 06:15:44
333,Strezhevoy,60.7333,77.5889,70.0,69,89,18.34,RU,2022-06-22 06:15:45
334,Bandarban,22.1965,92.2262,87.51,62,90,5.7,BD,2022-06-22 06:15:45
335,Segou,13.4317,-6.2157,80.55,59,15,8.39,ML,2022-06-22 06:15:45
336,Lompoc,34.6391,-120.4579,63.01,95,0,0.0,US,2022-06-22 06:13:52
337,Pacific Grove,36.6177,-121.9166,68.41,74,0,7.0,US,2022-06-22 06:15:46
338,Sydney,-33.8679,151.2073,65.32,51,0,4.61,AU,2022-06-22 06:15:03
339,Dingle,10.9995,122.6711,88.25,65,98,6.15,PH,2022-06-22 06:15:46
340,Taksimo,56.3444,114.8794,52.38,94,100,1.88,RU,2022-06-22 06:15:47
341,Yumbe,3.4651,31.2469,71.19,76,66,3.13,UG,2022-06-22 06:15:47
342,Matay,28.419,30.7792,78.33,44,0,12.24,EG,2022-06-22 06:15:48
343,Nurota,40.5614,65.6886,85.71,25,94,14.47,UZ,2022-06-22 06:15:48
344,Sidney,-33.8679,151.2073,65.32,51,0,4.61,AU,2022-06-22 06:15:03
345,Santa Cruz,-17.8,-63.1667,71.06,83,40,6.91,BO,2022-06-22 06:13:56
346,Wukari,7.85,9.7833,73.09,95,99,3.78,NG,2022-06-22 06:15:49
347,Ciudad Bolivar,8.1222,-63.5497,74.84,92,87,5.77,VE,2022-06-22 06:15:49
348,Berlevag,70.8578,29.0864,44.6,93,75,16.11,NO,2022-06-22 06:15:50
349,Teknaf,20.8624,92.3058,84.65,72,91,12.68,BD,2022-06-22 06:15:50
350,Colares,38.7992,-9.4469,64.33,80,75,15.99,PT,2022-06-22 06:15:50
351,Altay,47.8667,88.1167,87.53,22,1,10.42,CN,2022-06-22 06:15:51
352,Biltine,14.5333,20.9167,85.15,40,29,5.5,TD,2022-06-22 06:15:51
353,Dymer,50.7865,30.3026,57.96,74,92,8.99,UA,2022-06-22 06:15:52
354,Zhigansk,66.7697,123.3711,66.2,48,98,8.46,RU,2022-06-22 06:12:12
355,Fethiye,36.6217,29.1164,85.87,40,0,7.7,TR,2022-06-22 06:15:52
356,Inverness,57.4791,-4.224,58.78,81,20,16.11,GB,2022-06-22 06:12:39
357,Zlitan,32.4674,14.5687,74.68,63,0,12.06,LY,2022-06-22 06:15:53
358,Vila Praia De Ancora,41.811,-8.8526,60.12,91,100,3.91,PT,2022-06-22 06:15:53
359,Victoria Point,-27.5833,153.3,72.07,60,0,1.01,AU,2022-06-22 06:15:54
360,Chara,56.9064,118.2631,63.01,73,99,5.48,RU,2022-06-22 06:15:54
361,Yashkino,55.8736,85.4265,70.41,75,78,11.39,RU,2022-06-22 06:15:54
362,Pahrump,36.2083,-115.9839,85.24,10,50,1.99,US,2022-06-22 06:15:55
363,Aykhal,66.0,111.5,80.06,27,58,10.96,RU,2022-06-22 06:15:55
364,Kysyl-Syr,63.8986,122.7617,78.12,27,14,4.38,RU,2022-06-22 06:15:56
365,Parabel,58.6978,81.4825,62.37,97,99,12.15,RU,2022-06-22 06:15:56
366,Victor Harbor,-35.5667,138.6167,61.0,82,96,1.99,AU,2022-06-22 06:16:56
367,Gold Coast,-28.0,153.4333,71.19,68,2,11.5,AU,2022-06-22 06:13:43
368,Ootmarsum,52.4076,6.8969,62.74,73,54,5.39,DE,2022-06-22 06:16:57
369,Sechura,-5.5569,-80.8222,62.92,79,55,12.66,PE,2022-06-22 06:16:57
370,Mugumu,-1.85,34.7,66.51,54,84,3.6,TZ,2022-06-22 06:16:58
371,Porto Walter,-8.2686,-72.7439,69.39,89,62,0.76,BR,2022-06-22 06:16:58
372,Xiongzhou,25.1167,114.3,80.13,87,100,3.24,CN,2022-06-22 06:16:59
373,Fairbanks,64.8378,-147.7164,69.8,57,40,8.05,US,2022-06-22 06:16:59
374,Shelburne,44.0787,-80.2041,79.25,62,100,10.42,CA,2022-06-22 06:17:00
375,Ugoofaaru,5.6667,73.0,83.77,74,100,13.22,MV,2022-06-22 06:17:00
376,Maningrida,-12.0667,134.2667,88.79,39,58,11.52,AU,2022-06-22 06:17:01
377,Iaciara,-14.0958,-46.6317,61.45,72,12,1.32,BR,2022-06-22 06:17:01
378,Coari,-4.085,-63.1414,73.24,93,94,2.28,BR,2022-06-22 06:17:02
379,Shieli,44.1667,66.75,92.28,17,50,7.65,KZ,2022-06-22 06:17:02
380,Aklavik,68.2191,-135.0107,65.41,42,7,7.96,CA,2022-06-22 06:17:03
381,Ribas Do Rio Pardo,-20.4431,-53.7592,66.87,60,20,3.42,BR,2022-06-22 06:17:03
382,Havelock,34.8791,-76.9013,78.78,83,0,3.44,US,2022-06-22 06:17:04
383,Puerto Ayacucho,5.6639,-67.6236,72.18,93,89,2.17,VE,2022-06-22 06:17:04
384,Esfarayen,37.0765,57.5101,80.26,21,0,9.95,IR,2022-06-22 06:17:05
385,Acarau,-2.8856,-40.12,74.79,86,65,11.72,BR,2022-06-22 06:17:05
386,Coahuayana,18.7333,-103.6833,78.48,88,98,1.36,MX,2022-06-22 06:17:06
387,Conceicao Do Araguaia,-8.2578,-49.2647,75.92,51,66,2.84,BR,2022-06-22 06:17:07
388,Baykit,61.67,96.37,80.89,22,57,5.35,RU,2022-06-22 06:17:07
389,Palmares,-8.6833,-35.5917,69.93,94,100,3.98,BR,2022-06-22 06:17:08
390,Barentu,15.1139,37.5928,79.75,46,79,11.12,ER,2022-06-22 06:17:08
391,Nishihara,26.1842,127.7558,91.45,70,20,13.8,JP,2022-06-22 06:17:09
392,Tala,30.6803,30.9429,82.47,45,0,14.0,EG,2022-06-22 06:17:09
393,Kurumkan,54.3,110.3,76.01,37,36,1.66,RU,2022-06-22 06:17:10
394,Tarija,-21.5355,-64.7296,51.87,79,75,2.64,BO,2022-06-22 06:17:10
395,Balsas,-7.5325,-46.0356,76.64,61,86,3.49,BR,2022-06-22 06:17:11
396,Roquetas De Mar,36.7642,-2.6148,64.4,58,0,13.98,ES,2022-06-22 06:17:11
397,Kloulklubed,7.0419,134.2556,84.7,65,8,3.8,PW,2022-06-22 06:17:12
398,Barsovo,61.1667,73.1667,68.13,92,100,12.8,RU,2022-06-22 06:17:12
399,Roanoke Rapids,36.4615,-77.6542,70.34,100,0,3.44,US,2022-06-22 06:17:13
400,Santa Maria,-29.6842,-53.8069,59.36,99,81,2.37,BR,2022-06-22 06:17:13
401,Mikhaylovka,50.06,43.2379,73.78,58,62,9.44,RU,2022-06-22 06:17:14
402,Sao Filipe,14.8961,-24.4956,74.98,90,17,3.96,CV,2022-06-22 06:17:14
403,Eureka,40.8021,-124.1637,64.67,81,2,1.01,US,2022-06-22 06:13:18
404,Klaksvik,62.2266,-6.589,50.92,94,100,30.96,FO,2022-06-22 06:17:15
405,Nzega,-2.479,29.5564,59.88,67,84,2.95,RW,2022-06-22 06:17:15
406,Agadez,19.75,10.25,87.89,20,3,3.96,NE,2022-06-22 06:17:16
407,Muros,42.7762,-9.0603,56.68,95,89,3.53,ES,2022-06-22 06:17:16
408,Baoying,33.2292,119.3092,92.89,48,82,10.27,CN,2022-06-22 06:18:17
409,Puerto Del Rosario,28.5004,-13.8627,65.95,72,20,8.05,ES,2022-06-22 06:18:17
410,Guerrero Negro,27.9769,-114.0611,69.22,68,6,8.84,MX,2022-06-22 06:18:18
411,Pangnirtung,66.1451,-65.7125,38.39,67,7,3.85,CA,2022-06-22 06:18:19
412,Kasempa,-13.4584,25.8338,54.43,67,0,9.26,ZM,2022-06-22 06:18:19
413,Bud,39.447,-86.1758,75.22,79,0,7.18,US,2022-06-22 06:18:19
414,Omboue,-1.5746,9.2618,69.8,87,94,6.06,GA,2022-06-22 06:18:20
415,Mount Pleasant,32.7941,-79.8626,77.99,85,0,3.0,US,2022-06-22 06:17:37
416,Otuzco,-7.9,-78.5833,45.64,72,80,3.0,PE,2022-06-22 06:18:20
417,Ketchikan,55.3422,-131.6461,48.87,82,97,0.83,US,2022-06-22 06:17:51
418,Batemans Bay,-35.7167,150.1833,56.1,56,28,3.56,AU,2022-06-22 06:18:21
419,Bundaberg,-24.85,152.35,72.21,49,2,1.01,AU,2022-06-22 06:18:21
420,Bulungu,-4.55,18.6,73.69,76,34,3.87,CD,2022-06-22 06:18:22
421,Khandbari,27.3747,87.2039,82.26,67,43,4.97,NP,2022-06-22 06:17:17
422,Prado,-17.3411,-39.2208,67.44,93,10,4.34,BR,2022-06-22 06:18:23
423,Arman,59.7,150.1667,55.02,85,100,6.42,RU,2022-06-22 06:18:23
424,Mana,5.6592,-53.7767,75.33,88,83,3.65,GF,2022-06-22 06:18:24
425,Sangar,63.9242,127.4739,75.92,33,16,11.83,RU,2022-06-22 06:18:24
426,Ambulu,-8.345,113.6058,85.62,65,69,9.84,ID,2022-06-22 06:18:24
427,Bilibino,68.0546,166.4372,55.85,34,17,5.41,RU,2022-06-22 06:18:25
428,Kijang,35.2442,129.2139,87.53,66,50,18.01,KR,2022-06-22 06:18:25
429,Ca Mau,9.1769,105.15,92.88,50,90,8.1,VN,2022-06-22 06:14:53
430,Saint-Augustin,51.226,-58.6502,45.14,82,99,3.15,CA,2022-06-22 06:18:26
431,Hami,42.8,93.45,97.07,9,0,3.6,CN,2022-06-22 06:18:26
432,Abha,18.2164,42.5053,82.65,18,58,5.75,SA,2022-06-22 06:18:27
433,Snezhnogorsk,69.1933,33.2531,56.98,68,100,11.88,RU,2022-06-22 06:18:27
434,Acari,-15.4311,-74.6158,60.42,80,73,2.3,PE,2022-06-22 06:18:28
435,Noumea,-22.2763,166.4572,73.99,99,92,7.43,NC,2022-06-22 06:18:28
436,Ulaangom,49.9811,92.0667,75.74,33,48,7.85,MN,2022-06-22 06:18:28
437,La Rioja,42.25,-2.5,56.98,58,73,3.51,ES,2022-06-22 06:18:29
438,Victoria,22.2855,114.1577,89.65,75,84,11.01,HK,2022-06-22 06:15:00
439,Carnot,4.9409,15.8665,68.61,98,100,1.81,CF,2022-06-22 06:18:30
440,Oistins,13.0667,-59.5333,80.69,83,40,14.97,BB,2022-06-22 06:18:30
441,Churapcha,62.0025,132.4325,77.79,48,97,2.53,RU,2022-06-22 06:18:30
442,Necochea,-38.5473,-58.7368,41.43,59,56,9.1,AR,2022-06-22 06:18:31
443,Chichi,7.2721,8.9332,73.09,93,98,5.19,NG,2022-06-22 06:18:31
444,Novozavedennoye,44.2628,43.6381,70.9,59,100,14.52,RU,2022-06-22 06:18:32
445,Willemstad,12.1084,-68.9335,80.51,74,20,12.66,CW,2022-06-22 06:16:59
446,Kirakira,-10.4544,161.9205,82.51,78,13,7.4,SB,2022-06-22 06:18:32
447,Fort Nelson,58.8053,-122.7002,58.59,82,100,5.75,CA,2022-06-22 06:15:10
448,Huanuco,-9.9329,-76.2415,55.11,92,76,0.74,PE,2022-06-22 06:18:33
449,Maumere,-8.6199,122.2111,85.71,58,16,9.01,ID,2022-06-22 06:18:33
450,Vila,42.0304,-8.1588,47.7,94,96,1.95,PT,2022-06-22 06:16:12
451,Larnaca,34.9167,33.6292,85.91,42,0,18.41,CY,2022-06-22 06:18:34
452,Montale,43.9356,11.0171,78.51,74,71,1.01,IT,2022-06-22 06:18:34
453,Vanavara,60.34,102.2797,71.46,33,99,6.76,RU,2022-06-22 06:18:35
454,Deputatskiy,69.3,139.9,48.96,82,100,17.34,RU,2022-06-22 06:18:35
455,Baglan,36.1307,68.7083,77.88,29,100,9.84,AF,2022-06-22 06:19:36
456,Segezha,63.7415,34.3222,53.46,61,45,3.71,RU,2022-06-22 06:19:36
457,Puerto Morazan,12.8504,-87.1717,74.17,90,98,2.8,NI,2022-06-22 06:19:37
458,Ixtapa,20.7,-105.2,82.22,83,40,3.44,MX,2022-06-22 06:17:32
459,Abaza,52.655,90.0928,85.59,33,86,4.74,RU,2022-06-22 06:19:37
460,Sistranda,63.7256,8.834,51.76,72,94,10.25,NO,2022-06-22 06:19:38
461,Wabana,47.6332,-52.9481,57.78,97,100,11.5,CA,2022-06-22 06:19:38
462,Abbeville,50.1,1.8333,62.56,67,75,9.42,FR,2022-06-22 06:19:39
463,Kilinochchi,9.3961,80.3982,90.03,55,100,11.65,LK,2022-06-22 06:19:40
464,Kenai,60.5544,-151.2583,69.89,69,0,9.22,US,2022-06-22 06:18:25
465,Bubaque,11.2833,-15.8333,80.8,80,100,13.27,GW,2022-06-22 06:19:40
466,Mnogovershinnyy,53.9353,139.9242,73.74,48,2,9.66,RU,2022-06-22 06:18:20
467,Kirensk,57.7853,108.1119,59.41,62,99,5.23,RU,2022-06-22 06:19:41
468,Olafsvik,64.8945,-23.7142,44.67,74,73,17.92,IS,2022-06-22 06:19:41
469,Opuwo,-18.0607,13.84,42.53,28,0,3.15,NA,2022-06-22 06:19:42
470,Kyzyl-Suu,42.3414,78.0056,69.31,50,97,5.28,KG,2022-06-22 06:19:42
471,Bilma,18.6853,12.9164,90.25,14,1,5.19,NE,2022-06-22 06:19:43
472,Joshimath,30.5667,79.5667,79.43,50,19,8.37,IN,2022-06-22 06:19:43
473,Sumbe,-11.2061,13.8437,65.77,88,66,3.2,AO,2022-06-22 06:19:44
474,Paamiut,61.994,-49.6678,36.59,90,34,18.41,GL,2022-06-22 06:19:44
475,Touros,-5.1989,-35.4608,71.08,95,74,9.55,BR,2022-06-22 06:15:34
476,Takoradi,4.8845,-1.7554,73.72,93,100,5.82,GH,2022-06-22 06:15:41
477,Simao,22.7886,100.9748,77.74,73,98,4.41,CN,2022-06-22 06:17:02
478,Bongandanga,1.5,21.05,71.26,95,76,1.16,CD,2022-06-22 06:19:45
479,Sept-Iles,50.2001,-66.3821,48.2,94,100,8.05,CA,2022-06-22 06:19:45
480,Sao Miguel Do Araguaia,-13.275,-50.1628,67.78,54,68,4.76,BR,2022-06-22 06:19:46
481,Peruibe,-24.32,-46.9983,66.96,78,21,4.54,BR,2022-06-22 06:19:46
482,Orlik,52.5178,99.825,65.97,44,68,5.77,RU,2022-06-22 06:19:47
483,Nioro,13.35,-15.75,78.48,79,82,4.79,GM,2022-06-22 06:19:47
484,Kalachinsk,55.0529,74.5751,68.47,57,79,19.06,RU,2022-06-22 06:19:48
485,Vzmorye,54.6961,20.2361,62.69,80,10,5.91,RU,2022-06-22 06:19:48
486,Zyryanka,65.75,150.85,69.48,30,28,13.96,RU,2022-06-22 06:19:49
487,Yantal,56.8471,105.2542,62.98,68,68,2.06,RU,2022-06-22 06:19:49
488,Makakilo City,21.3469,-158.0858,77.32,71,0,12.66,US,2022-06-22 06:19:50
489,Mercedes,-34.6515,-59.4307,39.63,73,91,12.06,AR,2022-06-22 06:19:50
490,San Cristobal,7.7669,-72.225,64.13,96,77,3.13,VE,2022-06-22 06:19:50
491,Port Macquarie,-31.4333,152.9167,62.89,48,3,10.92,AU,2022-06-22 06:19:51
492,Novikovo,51.1537,37.8879,67.35,79,90,6.73,RU,2022-06-22 06:19:51
493,Channel-Port Aux Basques,47.5702,-59.1367,51.15,93,19,2.33,CA,2022-06-22 06:15:10
494,Ponta Delgada,37.7333,-25.6667,64.51,88,40,18.41,PT,2022-06-22 06:19:52
495,Eyl,7.9803,49.8164,83.68,55,100,31.56,SO,2022-06-22 06:19:52
496,Kodinar,20.7903,70.7031,90.63,55,25,7.78,IN,2022-06-22 06:19:53
497,Turayf,31.6725,38.6637,70.05,73,20,18.41,SA,2022-06-22 06:19:53
498,Sinnar,13.5691,33.5672,87.12,40,71,18.57,SD,2022-06-22 06:19:54
499,Blackwater,-23.5833,148.8833,72.52,36,4,11.7,AU,2022-06-22 06:19:54
500,Urumqi,43.801,87.6005,92.35,14,0,11.18,CN,2022-06-22 06:19:55
501,Zhuhai,22.2769,113.5678,89.38,84,20,9.22,CN,2022-06-22 06:20:50
502,Vanimo,-2.6741,141.3028,84.02,71,26,6.58,PG,2022-06-22 06:20:55
503,Brugge,51.2089,3.2242,62.92,86,24,9.84,BE,2022-06-22 06:18:22
504,Kaeo,-35.1,173.7833,48.33,84,58,2.55,NZ,2022-06-22 06:20:56
505,Peace River,56.2501,-117.286,57.51,76,75,4.61,CA,2022-06-22 06:20:57
506,Mantua,45.1667,10.7833,78.04,77,46,1.99,IT,2022-06-22 06:20:57
507,Tual,-5.6667,132.75,81.43,79,90,18.23,ID,2022-06-22 06:20:57
508,Rabaul,-4.1967,152.1721,83.48,72,99,8.84,PG,2022-06-22 06:20:58
509,Siilinjarvi,63.0833,27.6667,60.82,67,0,9.22,FI,2022-06-22 06:16:22
510,Port Hedland,-20.3167,118.5667,86.05,30,1,14.97,AU,2022-06-22 06:20:59
511,Dudinka,69.4058,86.1778,85.62,28,29,16.28,RU,2022-06-22 06:20:59
512,Garmsar,35.2182,52.3409,93.06,10,5,17.38,IR,2022-06-22 06:20:59
513,Ayagoz,47.9714,80.4392,90.32,22,5,12.73,KZ,2022-06-22 06:21:00
514,Henties Bay,-22.116,14.2845,53.96,71,0,4.36,NA,2022-06-22 06:21:00
515,Vila Franca Do Campo,37.7167,-25.4333,64.2,87,24,8.37,PT,2022-06-22 06:21:01
516,Panama City,8.9936,-79.5197,78.75,94,40,8.05,PA,2022-06-22 06:17:58
517,Pemba,-12.974,40.5178,72.3,83,20,9.22,MZ,2022-06-22 06:21:02
518,Dzerzhinskoye,56.8344,95.2283,75.65,36,0,6.22,RU,2022-06-22 06:21:02
519,Morant Bay,17.8815,-76.4093,78.42,84,95,7.49,JM,2022-06-22 06:21:02
520,Evensk,61.95,159.2333,47.08,93,100,4.52,RU,2022-06-22 06:21:03
521,Urucara,-2.5364,-57.76,71.11,90,6,1.95,BR,2022-06-22 06:21:03
522,Ust-Tsilma,65.441,52.1498,56.07,50,94,11.56,RU,2022-06-22 06:21:04
523,Solnechnyy,50.7214,136.6319,65.82,86,100,6.6,RU,2022-06-22 06:21:04
524,Inongo,-1.95,18.2667,68.61,95,59,4.52,CD,2022-06-22 06:21:05
525,Iracoubo,5.4802,-53.2011,76.06,84,94,3.15,GF,2022-06-22 06:21:05
526,Xam Nua,20.4197,104.0439,84.63,52,95,3.4,LA,2022-06-22 06:21:06
527,Villany,45.8689,18.4539,69.04,61,98,1.59,HU,2022-06-22 06:21:06
528,Mahon,39.8885,4.2658,75.76,88,20,12.66,ES,2022-06-22 06:21:07
529,Bambanglipuro,-7.95,110.2833,83.32,66,94,15.79,ID,2022-06-22 06:21:07
530,Hobyo,5.3505,48.5268,81.46,67,97,25.3,SO,2022-06-22 06:21:07
531,Severnyy,50.677,36.5532,60.84,88,75,6.71,RU,2022-06-22 06:21:08
532,Kayerkan,69.3497,87.7602,84.52,32,33,15.1,RU,2022-06-22 06:21:08
533,Salalah,17.0151,54.0924,86.09,79,75,14.97,OM,2022-06-22 06:21:09
534,Valparaiso,-33.0393,-71.6273,54.48,76,100,4.61,CL,2022-06-22 06:21:09
535,Port-Cartier,50.0334,-66.8654,47.88,95,91,6.26,CA,2022-06-22 06:21:09
536,La Union,-5.4,-80.75,63.55,76,64,11.83,PE,2022-06-22 06:21:10
537,Dubbo,-32.25,148.6167,59.13,51,0,10.36,AU,2022-06-22 06:21:10
538,Coruripe,-10.1256,-36.1756,74.03,83,35,8.61,BR,2022-06-22 06:20:06
539,Rexburg,43.826,-111.7897,52.43,66,0,3.44,US,2022-06-22 06:20:03
540,Chifeng,42.2683,118.9636,64.4,94,100,7.45,CN,2022-06-22 06:21:11
541,Luang Prabang,19.8856,102.1347,91.36,58,75,4.61,LA,2022-06-22 06:21:11
542,Dodge City,37.7528,-100.0171,68.22,72,76,4.0,US,2022-06-22 06:21:12
543,San Andres Del Rabanedo,42.6117,-5.6167,50.72,93,0,1.14,ES,2022-06-22 06:21:13
544,Goderich,43.7501,-81.7165,66.15,95,80,9.64,CA,2022-06-22 06:20:28
545,Saint-Pierre,-21.3393,55.4781,74.91,53,100,6.91,RE,2022-06-22 06:21:13
546,Rupert,42.6191,-113.6772,54.18,71,0,4.61,US,2022-06-22 06:21:14
547,Auki,-8.7676,160.7034,82.98,72,14,1.01,SB,2022-06-22 06:22:14
548,Amroha,28.9167,78.4667,101.66,26,5,2.89,IN,2022-06-22 06:22:15
549,Sarmanovo,55.2553,52.5891,63.28,76,97,4.83,RU,2022-06-22 06:22:15
550,Comodoro Rivadavia,-45.8667,-67.5,30.06,69,0,6.91,AR,2022-06-22 06:22:16
551,Casablanca,33.5928,-7.6192,66.54,68,40,4.61,MA,2022-06-22 06:22:16
552,Abonnema,4.7084,6.7931,74.28,93,100,7.14,NG,2022-06-22 06:22:17
553,Bonavista,48.6499,-53.1147,48.87,98,100,3.33,CA,2022-06-22 06:22:17
554,Beitbridge,-22.2167,30.0,60.71,80,2,12.44,ZW,2022-06-22 06:22:18
555,Waipawa,-41.4122,175.5153,42.44,86,25,2.17,NZ,2022-06-22 06:22:18
556,Rio Gallegos,-51.6226,-69.2181,32.05,93,0,14.97,AR,2022-06-22 06:21:31
557,Mount Isa,-20.7333,139.5,78.57,25,0,11.5,AU,2022-06-22 06:22:19
558,Gushikawa,26.3544,127.8686,91.4,71,0,13.8,JP,2022-06-22 06:22:19
559,Hinton,53.4001,-117.5857,51.13,95,99,1.01,CA,2022-06-22 06:22:19
560,Teluk Intan,4.0259,101.0213,91.42,61,100,2.68,MY,2022-06-22 06:22:20
561,Milkovo,54.7167,158.6167,73.6,52,81,0.51,RU,2022-06-22 06:22:20
562,Khagaria,25.5,86.4833,95.47,44,35,5.48,IN,2022-06-22 06:22:21
